id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords
565770,Blue Beetle,7.139,1023,Released,2023-08-16,124818235,128,False,/1syW9SNna38rSl9fnXwc9fP7POW.jpg,120000000,https://www.dc.com/bluebeetle,tt9362930,en,Blue Beetle,"Recent college grad Jaime Reyes returns home full of aspirations for his future, only to find that home is not quite as he left it. As he searches to find his purpose in the world, fate intervenes when Jaime unexpectedly finds himself in possession of an ancient relic of alien biotechnology: the Scarab.",2994.357,/mXLOHHc1Zeuwsl4xYKjKh2280oL.jpg,Jaime Reyes is a superhero whether he likes it or not.,"Action, Science Fiction, Adventure","Warner Bros. Pictures, The Safran Company, DC Films",United States of America,"English, Portuguese, Spanish","armor, superhero, family relationships, family, high tech, job hunting, mexican american, aftercreditsstinger, duringcreditsstinger, immigrant family, college graduate, dc extended universe (dceu), alien technology, brother sister relationship, latino"
980489,Gran Turismo,8.068,702,Released,2023-08-09,114800000,135,False,/xFYpUmB01nswPgbzi8EOCT1ZYFu.jpg,60000000,https://www.granturismo.movie,tt4495098,en,Gran Turismo,The ultimate wish-fulfillment tale of a teenage Gran Turismo player whose gaming skills won him a series of Nissan competitions to become an actual professional racecar driver.,2680.593,/51tqzRtKMMZEYUpSYkrUE7v9ehm.jpg,From gamer to racer.,"Action, Drama, Adventure","PlayStation Productions, 2.0 Entertainment, Columbia Pictures",United States of America,"English, German, Japanese","based on true story, racing, based on video game, duringcreditsstinger, exhilarated, joyful"
968051,The Nun II,6.545,365,Released,2023-09-06,231200000,110,False,/53z2fXEKfnNg2uSOPss2unPBGX1.jpg,38500000,https://www.warnerbros.com/movies/nun2,tt10160976,en,The Nun II,"In 1956 France, a priest is violently murdered, and Sister Irene begins to investigate. She once again comes face-to-face with a powerful evil.",1692.778,/c9kVD7W8CT5xe4O3hQ7bFWwk68U.jpg,Confess your sins.,"Horror, Mystery, Thriller","New Line Cinema, Atomic Monster, The Safran Company",United States of America,"English, French","france, bullying, sequel, religion, demon, gothic horror, demonic possession, praying, duringcreditsstinger, 1950s, demonic, girls' school, convent, the conjuring universe"
615656,Meg 2: The Trench,6.912,2034,Released,2023-08-02,384056482,116,False,/5mzr6JZbrqnqD8rCEvPhuCE5Fw2.jpg,129000000,https://www.themeg.movie,tt9224104,en,Meg 2: The Trench,An exploratory dive into the deepest depths of the ocean of a daring research team spirals into chaos when a malevolent mining operation threatens their mission and forces them into a high-stakes battle for survival.,1567.273,/4m1Au3YkjqsxF8iwQy0fPYSxE0h.jpg,Back for seconds.,"Action, Science Fiction, Horror","Apelles Entertainment, Warner Bros. Pictures, di Bonaventura Pictures, CMC Pictures, DF Pictures, Onaroll Productions","China, United States of America",English,"based on novel or book, sequel, shark, kaiju, civil action, oceans, shark cage"
762430,Retribution,6.816,258,Released,2023-08-23,12905464,91,False,/iiXliCeykkzmJ0Eg9RYJ7F2CWSz.jpg,20000000,https://iiil.io/jCT7,tt6906292,en,Retribution,"When a mysterious caller puts a bomb under his car seat, Matt Turner begins a high-speed chase across the city to complete a specific series of tasks. With his kids trapped in the back seat and a bomb that will explode if they get out of the car, a normal commute becomes a twisted game of life or death as Matt follows the stranger's increasingly dangerous instructions in a race against time to save his family.",1547.22,/oUmmY7QWWn7OhKlcPOnirHJpP1F.jpg,All roads lead to the truth.,"Action, Mystery, Thriller, Crime","StudioCanal, The Picture Company, Ombra Films","France, United States of America","English, German","assassination, bomb, remake, divorce, duringcreditsstinger, phone call, berlin"
1008042,Talk to Me,7.214,973,Released,2023-07-26,72600000,95,False,/iIvQnZyzgx9TkbrOgcXx0p7aLiq.jpg,4500000,https://umbrellaent.com.au/movie/talk-to-me,tt10638522,en,Talk to Me,"When a group of friends discover how to conjure spirits using an embalmed hand, they become hooked on the new thrill, until one of them goes too far and unleashes terrifying supernatural forces.",1458.514,/kdPMUMJzyYAc4roD52qavX0nLIC.jpg,You call. They'll answer.,"Horror, Thriller","Causeway Films, Metrol Technology, Screen Australia, South Australian Film Corporation, Bankside Films, Head Gear Films, Adelaide Film Festival Investment Fund","Australia, United Kingdom",English,"suicide, trauma, possession, female friendship, addiction, grief, female protagonist, death of mother, self mutilation, mental health, dead parent, social media, peer pressure, disembodied hand, generation z, self-harm, supernatural horror, cautionary tale, adelaide australia, body horror, graphic violence, teenager, modern australia"
385687,Fast X,7.265,3881,Released,2023-05-17,704709660,142,False,/4XM8DUTQb3lhLemJC51Jx4a2EuA.jpg,340000000,https://fastxmovie.com,tt5433140,en,Fast X,"Over many missions and against impossible odds, Dom Toretto and his family have outsmarted, out-nerved and outdriven every foe in their path. Now, they confront the most lethal opponent they've ever faced: A terrifying threat emerging from the shadows of the past who's fueled by blood revenge, and who is determined to shatter this family and destroy everything—and everyone—that Dom loves, forever.",1175.267,/fiVW06jE7z9YnO4trhaMEdclSiC.jpg,The end of the road begins.,"Action, Crime, Thriller","Universal Pictures, Original Film, One Race, Perfect Storm Entertainment",United States of America,English,"sequel, revenge, betrayal, racing, family, cliffhanger, cars"
678512,Sound of Freedom,7.973,503,Released,2023-07-03,212587173,131,False,/eMPxmNvJjxVZIQWI2t1VmNC5IuR.jpg,15000000,https://www.soundoffreedommovie.com/,tt7599146,en,Sound of Freedom,"The story of Tim Ballard, a former US government agent, who quits his job in order to devote his life to rescuing children from global sex traffickers.",1111.036,/kSf9svfL2WrKeuK8W08xeR5lTn8.jpg,Fight for the light. Silence the darkness.,"Action, Drama",Santa Fe Films,United States of America,"English, Spanish","kidnapping, human trafficking, based on true story, child kidnapping, lost children, children in danger, colombia"
346698,Barbie,7.279,5074,Released,2023-07-19,1428545028,114,False,/ctMserH8g2SeOAnCw5gFjdQF8mo.jpg,145000000,https://www.barbie-themovie.com,tt1517268,en,Barbie,"Barbie and Ken are having the time of their lives in the colorful and seemingly perfect world of Barbie Land. However, when they get a chance to go to the real world, they soon discover the joys and perils of living among humans.",1069.34,/iuFNMS8U5cb6xfzi51Dbkovj7vM.jpg,She's everything. He's just Ken.,"Comedy, Adventure, Fantasy","LuckyChap Entertainment, Heyday Films, NB/GG Pictures, Mattel","United Kingdom, United States of America",English,"feminism, satire, patriarchy, based on toy, female protagonist, doll, submissive, fantasy world, motherhood, existentialism, woman director, mother daughter relationship, gender discrimination, barbie, secret world"
976573,Elemental,7.757,2467,Released,2023-06-14,486797988,102,False,/4fLZUr1e65hKPPVw0R3PmKFKxj1.jpg,200000000,https://movies.disney.com/elemental,tt15789038,en,Elemental,"In a city where fire, water, land and air residents live together, a fiery young woman and a go-with-the-flow guy will discover something elemental: how much they have in common.",1008.942,/4Y1WNkd88JXmGfhtWR7dmDAo1T2.jpg,Opposites react.,"Animation, Comedy, Family, Fantasy, Romance","Walt Disney Pictures, Pixar",United States of America,English,"fire, computer animation, duringcreditsstinger, elements, water, city, hopeful"
820609,No One Will Save You,6.897,345,Released,2023-09-22,0,93,False,/zYlgqIpqJ1VAbvFhRhktAzIybVs.jpg,22800000,https://www.20thcenturystudios.com/movies/no-one-will-save-you,tt14509110,en,No One Will Save You,An exiled anxiety-ridden homebody must battle an alien who's found its way into her home.,961.212,/ehGIDAMaYy6Eg0o8ga0oqflDjqW.jpg,A home invasion no one saw coming.,"Horror, Science Fiction, Thriller","20th Century Studios, Star Thrower Entertainment",United States of America,English,"isolation, trauma, grief, female protagonist, home invasion, guilt, death of mother, alien attack, reclusive, aliens"
951491,Saw X,7.321,56,Released,2023-09-26,29300000,118,False,/9b3uxqcjkmay20EBZZj1KVow0r5.jpg,13000000,https://www.saw.movie,tt21807222,en,Saw X,"Between the events of 'Saw' and 'Saw II', a sick and desperate John Kramer travels to Mexico for a risky and experimental medical procedure in hopes of a miracle cure for his cancer, only to discover the entire operation is a scam to defraud the most vulnerable. Armed with a newfound purpose, the infamous serial killer returns to his work, turning the tables on the con artists in his signature visceral way through devious, deranged, and ingenious traps.",949.967,/aQPeznSu7XDTrrdCtT5eLiu52Yu.jpg,Witness the return of Jigsaw.,"Crime, Horror, Thriller","Twisted Pictures, Lionsgate",United States of America,"English, Spanish","mexico city, mexico, sadism, riddle, gore, sequel, con artist, cancer, scam, serial killer, torture, drugs, survival horror, duringcreditsstinger, franchise, jigsaw, méxico, saw, death game, requel"
1076364,Carl's Date,7.831,201,Released,2023-06-15,0,9,False,/iOJX54nVAsnPawagFiWXKv1Y6sB.jpg,0,,tt26736061,en,Carl's Date,"Carl Fredricksen reluctantly agrees to go on a date with a lady friend—but admittedly has no idea how dating works these days. Ever the helpful friend, Dug steps in to calm Carl's pre-date jitters and offer some tried-and-true tips for making friends—if you're a dog.",819.429,/y8NtM6q3PzntqyNRNw6wgicwRYl.jpg,New adventure. Same wingman.,"Animation, Adventure, Family",Pixar,United States of America,English,"date, love, dog, short film"
852436,Let Her Kill You,6.917,54,Released,2023-03-08,0,94,False,/5xUJBgds96m6Xi2EtUpSzbw24D7.jpg,3200000,,tt18160646,fr,Seule : Les dossiers Silvercloud,"Alone in the mountains of Switzerland, Anne discovers that her isolated chalet is on surveillance and has been bugged. Caught up by her former life as an intelligence secret agent and an affair with her handler, Anne can only count on herself to get out alive.",780.608,/qx81rP4b4UFcxjabCqfe79F24Z0.jpg,,"Thriller, Mystery","Sombrero Films, Vega Film","France, Switzerland",French,
717930,Kandahar,6.866,575,Released,2023-05-25,3000000,119,False,/c6Splshb8lb2Q9OvUfhpqXl7uP0.jpg,0,https://www.openroadfilms.com/movies/kandahar,tt5761544,en,Kandahar,"After his mission is exposed, an undercover CIA operative stuck deep in hostile territory in Afghanistan must fight his way out, alongside his Afghan translator, to an extraction point in Kandahar, all whilst avoiding elite enemy forces and foreign spies tasked with hunting them down.",708.536,/lCanGgsqF4xD2WA5NF8PWeT3IXd.jpg,The only thing more dangerous than the mission is the escape.,"Action, Thriller","Thunder Road, G-BASE, MBC Studios, Capstone Pictures","United Arab Emirates, United States of America",English,"cia, undercover agent, behind enemy lines"
744278,Mondocane,6.43,115,Released,2021-09-03,0,117,False,/uAAAzo9efEZJJPtj4iNwFvrRaki.jpg,0,,tt13113298,it,Mondocane,"In the near future, the southern Italian city of Taranto is surrounded by barbed wire that no one, not even the police, dares to cross. The poorest are left fighting for survival, while gangs compete for the territory. Two thirteen-year-old orphans who grew up together, dream of joining one of the gangs.",640.979,/gOuJBz9u1YVWwvx12lJX56yUT6I.jpg,,"Action, Crime, Science Fiction, Drama","Groenlandia, RAI",Italy,Italian,"gang leader, survival, gang, criminal gang, poor"
667538,Transformers: Rise of the Beasts,7.492,3270,Released,2023-06-06,429800000,127,False,/2vFuG6bWGyQUzYS9d69E5l85nIz.jpg,195000000,https://www.transformersmovie.com,tt5090568,en,Transformers: Rise of the Beasts,"When a new threat capable of destroying the entire planet emerges, Optimus Prime and the Autobots must team up with a powerful faction known as the Maximals. With the fate of humanity hanging in the balance, humans Noah and Elena will do whatever it takes to help the Transformers as they engage in the ultimate battle to save Earth.",616.74,/gPbM0MK8CP8A174rmUwGsADNYKD.jpg,Unite or fall.,"Action, Adventure, Science Fiction","Skydance, Paramount, di Bonaventura Pictures, Bay Films, New Republic Pictures, Tom DeSanto/Don Murphy Production, Hasbro",United States of America,"Quechua, Spanish, English","peru, alien, end of the world, based on toy, robot, duringcreditsstinger, 1990s, brother brother relationship, transformers"
790493,Spy Kids: Armageddon,6.588,51,Released,2023-09-22,0,98,False,/6fKEw0I2FTD5FLOQ5q7L1tqf876.jpg,0,https://www.netflix.com/title/81588091,tt13978520,en,Spy Kids: Armageddon,"When the children of the world’s greatest secret agents unwittingly help a powerful game developer unleash a computer virus that gives him control of all technology, they must become spies themselves to save their parents and the world.",613.403,/vd8YdaH7dzeIMGTNwQinlSiA1gV.jpg,Meet the next generation.,"Family, Comedy, Action, Adventure","Skydance, Spyglass Media Group, Double R Productions",United States of America,English,"video game, technology, spy, games, secret agent, game, virus, game developer, heroes, kids, fantasy, save the world"
335977,Indiana Jones and the Dial of Destiny,6.679,1748,Released,2023-06-28,382891104,155,False,/35z8hWuzfFUZQaYog8E9LsXW3iI.jpg,294700000,https://movies.disney.com/indiana-jones-and-the-dial-of-destiny,tt1462764,en,Indiana Jones and the Dial of Destiny,"Finding himself in a new era, and approaching retirement, Indy wrestles with fitting into a world that seems to have outgrown him. But as the tentacles of an all-too-familiar evil return in the form of an old rival, Indy must don his hat and pick up his whip once more to make sure an ancient and powerful artifact doesn't fall into the wrong hands.",579.252,/Af4bXE63pVsb2FtbW8uYIyPBadD.jpg,A legend will face his destiny.,"Adventure, Action",Lucasfilm Ltd.,United States of America,English,"treasure hunt, ancient rome, sequel, flashback, knife fight, archaeologist, adventurer, 1960s, nazi germany, action adventure, suspenseful"
569094,Spider-Man: Across the Spider-Verse,8.442,4394,Released,2023-05-31,683241751,140,False,/4HodYYKEIsGOdinkGi2Ucz6X9i0.jpg,100000000,https://www.acrossthespiderverse.movie,tt9362722,en,Spider-Man: Across the Spider-Verse,"After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse’s very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.",512.336,/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg,It's how you wear the mask that matters.,"Animation, Action, Adventure","Columbia Pictures, Sony Pictures Animation, Lord Miller, Pascal Pictures, Arad Productions",United States of America,"English, Hindi, Italian, Spanish","new york city, sacrifice, superhero, comic book, based on comic, sequel, romance, alternate dimension, india, alternate version, super power, brooklyn, new york city, superhero team, spider bite, super villain, cliffhanger, teen superhero, chelsea, alternate universe, teen romance, female superhero, slow burn romance, interdimensional travel, defying fate"
670292,The Creator,7.5,107,Released,2023-09-27,0,134,False,/iQcCAm8hKWZyUntqrvzyEGtXyJl.jpg,80000000,https://www.20thcenturystudios.com/movies/the-creator,tt11858890,en,The Creator,"Amid a future war between the human race and the forces of artificial intelligence, a hardened ex-special forces agent grieving the disappearance of his wife, is recruited to hunt down and kill the Creator, the elusive architect of advanced AI who has developed a mysterious weapon with the power to end the war—and mankind itself.",496.806,/vBZ0qvaRxqEhZwl6LWmruJqWE8Z.jpg,This is a fight for our very existence.,"Science Fiction, Action, Thriller","New Regency Pictures, Entertainment One, Regency Enterprises, Bad Dreams","Canada, United States of America","English, Japanese, Thai, Vietnamese","artificial intelligence (a.i.), asia, distant future, space station, child, ex special forces, missing wife, robots, war against machines, ai"
614930,Teenage Mutant Ninja Turtles: Mutant Mayhem,7.328,652,Released,2023-07-31,172000000,100,False,/w2nFc2Rsm93PDkvjY4LTn17ePO0.jpg,70000000,https://www.teenagemutantninjaturtlesmovie.com,tt8589698,en,Teenage Mutant Ninja Turtles: Mutant Mayhem,"After years of being sheltered from the human world, the Turtle brothers set out to win the hearts of New Yorkers and be accepted as normal teenagers through heroic acts. Their new friend April O'Neil helps them take on a mysterious crime syndicate, but they soon get in over their heads when an army of mutants is unleashed upon them.",484.876,/ueO9MYIOHO7M1PiMUeX74uf8fB9.jpg,Heroes aren't born. They're mutated.,"Animation, Comedy, Action","Paramount, Nickelodeon Movies, Point Grey Pictures, Mikros Animation, Cinesite Animation","Canada, France, United States of America","English, Mandarin","new york city, sibling relationship, skateboarding, crime fighter, superhero, turtle, ninja, nostalgic, duringcreditsstinger, teenage mutant ninja turtles, aspiring journalist, anthropomorphic animal, excited, exhilarated"
299054,Expend4bles,6.685,81,Released,2023-09-15,15000000,103,False,/rMvPXy8PUjj1o8o1pzgQbdNCsvj.jpg,100000000,https://expendables.movie/,tt3291150,en,Expend4bles,"Armed with every weapon they can get their hands on and the skills to use them, The Expendables are the world’s last line of defense and the team that gets called when all other options are off the table. But new team members with new styles and tactics are going to give “new blood” a whole new meaning.",484.627,/nbrqj9q8WubD3QkYm7n3GhjN7kE.jpg,They'll die when they're dead.,"Action, Adventure, Thriller","Millennium Media, Campbell Grobman Films, Lionsgate",United States of America,English,"sequel, nuclear bomb, cargo ship, ring"
603692,John Wick: Chapter 4,7.814,4639,Released,2023-03-22,426978565,170,False,/i3OTGmLNOZIo4SRQLVfLjeWegB6.jpg,90000000,https://johnwick.movie,tt10366206,en,John Wick: Chapter 4,"With the price on his head ever increasing, John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",482.538,/vZloFAK7NmvMGKE7VkF5UHaz0I.jpg,"No way back, one way out.","Action, Thriller, Crime","Thunder Road, 87Eleven, Summit Entertainment, Studio Babelsberg","Germany, United States of America","Arabic, Cantonese, English, French, German, Japanese, Latin, Russian, Spanish","new york city, martial arts, hitman, sequel, organized crime, osaka, japan, blindness, aftercreditsstinger, hunted, consequences, professional assassin, neo-noir, berlin, suspenseful, intense"
298618,The Flash,6.898,2959,Released,2023-06-13,268375616,144,False,/yF1eOkaYvwiORauRCPWznV9xVvi.jpg,300000000,https://www.dc.com/theflash,tt0439572,en,The Flash,"When his attempt to save his family inadvertently alters the future, Barry Allen becomes trapped in a reality in which General Zod has returned and there are no Super Heroes to turn to. In order to save the world that he is in and return to the future that he knows, Barry's only hope is to race for his life. But will making the ultimate sacrifice be enough to reset the universe?",480.393,/rktDFPbfHfUbArZ6OOOKsXcv0Bm.jpg,Worlds collide.,"Action, Adventure, Science Fiction","Warner Bros. Pictures, Double Dream, The Disco Factory, DC Films",United States of America,"English, Spanish, Russian","hero, secret identity, superhero, based on comic, superhuman, super power, aftercreditsstinger, butterfly effect, dc extended universe (dceu), superhuman abilities, loss of mother, absurd"
820525,After Everything,6.768,69,Released,2023-09-13,3280152,93,False,/jkKVLzLWjSvTnc84VzeljhSy6j8.jpg,14000000,,tt15334488,en,After Everything,"Besieged by writer’s block and the crushing breakup with Tessa, Hardin travels to Portugal in search of a woman he wronged in the past – and to find himself. Hoping to win back Tessa, he realizes he needs to change his ways before he can make the ultimate commitment.",474.472,/gZLGCibvFY4zmt8sWUZcbBTHRtk.jpg,,"Romance, Drama","Voltage Pictures, Wattpad",United States of America,"English, Portuguese","lisbon, portugal, writer's block, sequel, love, wedding, social media, troubled past, dysfunctional relationship, based on young adult novel, fanfic"
872585,Oppenheimer,8.256,3766,Released,2023-07-19,933700000,181,False,/fm6KqXpk3M2HVveHwCrBSSBaO0V.jpg,100000000,http://www.oppenheimermovie.com,tt15398776,en,Oppenheimer,The story of J. Robert Oppenheimer’s role in the development of the atomic bomb during World War II.,463.384,/8Gxv8gSFCU0XGDykEGv7zR1n2ua.jpg,The world forever changes.,"Drama, History","Syncopy, Universal Pictures, Atlas Entertainment","United Kingdom, United States of America","Dutch, English","husband wife relationship, based on novel or book, atomic bomb, patriotism, new mexico, world war ii, atomic bomb test, physics, biography, based on true story, interrogation, guilt, historical event, nuclear weapons, communism, red scare, mccarthyism, top secret project, moral dilemma, usa politics, 1940s, antisemitism, 20th century, manhattan project, los alamos"
912908,Strays,7.531,389,Released,2023-08-17,32000000,93,False,/1HzL603WOer58xtnrRYdSIL5K04.jpg,46000000,https://www.uphe.com/movies/strays-2023,tt15153532,en,Strays,"When Reggie is abandoned on the mean city streets by his lowlife owner, Doug, Reggie is certain that his beloved owner would never leave him on purpose. But once Reggie falls in with Bug, a fast-talking, foul-mouthed stray who loves his freedom and believes that owners are for suckers, Reggie finally realizes he was in a toxic relationship and begins to see Doug for the heartless sleazeball that he is.",419.527,/n1hqbSCtyBAxaXEl1Dj3ipXJAJG.jpg,Go fetch yourself.,"Comedy, Adventure","Universal Pictures, PictureStart, Lord Miller, Gloria Sanchez Productions, Rabbit Hole Productions, dentsu",United States of America,English,"talking dog, magic mushroom, crude humor, male masturbation, duringcreditsstinger, animal liberation, self-liberation, abandonment, abandoned puppy, toxic relationship, talking animal"
502356,The Super Mario Bros. Movie,7.775,6743,Released,2023-04-05,1355725263,93,False,/9n2tJBplPbgR2ca05hS5CKXwP2c.jpg,100000000,https://www.thesupermariobros.movie,tt6718170,en,The Super Mario Bros. Movie,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",410.411,/qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg,Not all heroes wear capes. Some wear overalls.,"Animation, Family, Adventure, Fantasy, Comedy","Universal Pictures, Illumination, Nintendo","Japan, United States of America",English,"gorilla, plumber, anthropomorphism, magic mushroom, based on video game, toad, aftercreditsstinger, duringcreditsstinger, damsel in distress, piano, brother brother relationship, illumination, evil king, cliché"
575264,Mission: Impossible - Dead Reckoning Part One,7.74,1171,Released,2023-07-08,563148955,164,False,/TFTfzrkX8L7bAKUcch6qLmjpLu.jpg,291000000,https://www.missionimpossible.com,tt9603212,en,Mission: Impossible - Dead Reckoning Part One,"Ethan Hunt and his IMF team embark on their most dangerous mission yet: To track down a terrifying new weapon that threatens all of humanity before it falls into the wrong hands. With control of the future and the world's fate at stake and dark forces from Ethan's past closing in, a deadly race around the globe begins. Confronted by a mysterious, all-powerful enemy, Ethan must consider that nothing can matter more than his mission—not even the lives of those he cares about most.",401.083,/NNxYkU70HPurnNCSiCjYAmacwm.jpg,We all share the same fate.,"Action, Thriller","Paramount, Skydance, TC Productions",United States of America,"French, English, Italian, Russian","race against time, mission, rome, italy, chase, secret mission, secret agent, sequel, intelligence agency, rogue agent, based on tv series, secret government agency, serious, northern norway, exhilarated"
1010581,My Fault,8.106,1738,Released,2023-06-08,0,117,False,/lntyt4OVDbcxA1l7LtwITbrD3FI.jpg,0,,tt21909764,es,Culpa mía,"Noah must leave her city, boyfriend, and friends to move into William Leister's mansion, the flashy and wealthy husband of her mother Rafaela. As a proud and independent 17 year old, Noah resists living in a mansion surrounded by luxury. However, it is there where she meets Nick, her new stepbrother, and the clash of their strong personalities becomes evident from the very beginning.",361.025,/w46Vw536HwNnEzOa7J24YH9DPRS.jpg,,"Drama, Romance","Pokeepsie Films, Amazon Studios",Spain,Spanish,"stepbrother, female protagonist, stepsister, rise, enemies to lovers, passion and romance, car"
926393,The Equalizer 3,6.914,251,Released,2023-08-30,158300000,109,False,/h0nmmdFAdBjQttN8Y0q825MWzZp.jpg,70000000,https://www.equalizer.movie,tt17024450,en,The Equalizer 3,"Robert McCall finds himself at home in Southern Italy but he discovers his friends are under the control of local crime bosses. As events turn deadly, McCall knows what he has to do: become his friends' protector by taking on the mafia.",359.237,/b0Ej6fnXAP8fK75hlyi2jKqdhHz.jpg,Justice knows no borders.,"Action, Thriller, Crime","Escape Artists, Columbia Pictures, Eagle Pictures, ZHIV Productions","Italy, United States of America","English, Italian","italy, vigilante justice, italian mafia"
439079,The Nun,5.9,6076,Released,2018-09-05,365582797,96,False,/fgsHxz21B27hOOqQBiw9L6yWcM7.jpg,22000000,http://www.thenunmovie.com/,tt5814060,en,The Nun,A priest with a haunted past and a novice on the threshold of her final vows are sent by the Vatican to investigate the death of a young nun in Romania and confront a malevolent force in the form of a demonic nun.,357.731,/sFC1ElvoKGdHJIWRpNB3xWJ9lJA.jpg,Pray For Forgiveness,"Horror, Mystery, Thriller","New Line Cinema, Atomic Monster, The Safran Company",United States of America,"English, Romanian, French, Latin","rome, italy, nun, supernatural, exorcism, father, priest, spirit, demon, spin off, evil nun, demonic possession, romania, murder mystery, ancient evil, the conjuring universe"
447277,The Little Mermaid,6.536,2148,Released,2023-05-18,569244557,135,False,/7VEUOEfRzzrQfWddlIyLUKvh6Nf.jpg,250000000,https://movies.disney.com/the-little-mermaid-2023,tt5971474,en,The Little Mermaid,"The youngest of King Triton’s daughters, and the most defiant, Ariel longs to find out more about the world beyond the sea, and while visiting the surface, falls for the dashing Prince Eric. With mermaids forbidden to interact with humans, Ariel makes a deal with the evil sea witch, Ursula, which gives her a chance to experience life on land, but ultimately places her life – and her father’s crown – in jeopardy.",353.543,/ym1dxyOk4jFcSl4Q2zmRrA5BEEN.jpg,"Watch and you'll see, some day I'll be, part of your world!","Adventure, Family, Fantasy, Romance","Walt Disney Pictures, Lucamar Productions, Marc Platt Productions",United States of America,English,"mermaid, musical, based on fairy tale, live action remake, amused"
734253,Adipurush,5.491,53,Released,2023-06-16,43000000,179,False,/2QL5j6mB4ZpyBcVr0WO9H9MQGBu.jpg,63000000,,tt12915716,hi,आदिपुरुष,"7000 years ago, Ayodhya's Prince Raghava and Prince Sesh along with the Mighty Vanar Warriors travels to the island of Lanka with an aim to rescue Raghava's wife Janaki, who has been abducted by Lankesh, the king of Lanka.",349.287,/1H2xEZOixs0z0JKwyjANZiKNNVJ.jpg,Celebrating Victory Of Good Over Evil,"Action, Adventure, Drama, Fantasy","Retrophiles, T-Series, AA Films, UV Creations, People Media Factory",India,Hindi,"ramayana, based on myths, legends or folklore, cgi-live action hybrid"
724209,Heart of Stone,6.901,1166,Released,2023-08-09,0,124,False,/xVMtv55caCEvBaV83DofmuZybmI.jpg,0,https://www.netflix.com/title/81416533,tt13603966,en,Heart of Stone,An intelligence operative for a shadowy global peacekeeping agency races to stop a hacker from stealing its most valuable — and dangerous — weapon.,336.927,/vB8o2p4ETnrfiWEgVxHmHWP9yRl.jpg,Defy the odds,"Thriller, Action","Skydance, Pilot Wave Motion Pictures, Mockingbird Pictures",United States of America,English,"mission, saving the world, undercover agent, undercover, espionage, spy, secret agent, mi6, british spy, female spy"
1085218,Darkland: The Return,6.766,216,Released,2023-04-13,0,110,False,/e8FyMnifoN5BMuRFE97fS1lJZ6S.jpg,0,,tt20204996,da,Underverden 2,"Seven years ago, Zaid went to war against the Copenhagen underworld to avenge his dead brother. His identity as a respected doctor of cardiology and life as a family man is but a fading dream, and in prison Zaid suffers the loss of his son Noah, whom he barely knows. When a police agent approaches Zaid and offers him a deal to be released in exchange for infiltrating the Copenhagen underworld, he sees his chance to reclaim the remnants of the family life he left behind. But everything has a price, and Zaid realizes that he has now seriously endangered his son's life. After all, once you become part of the underworld, is there any way out?",324.959,/c8B4DsVcFVDLVmbpHMHU3RjLNAV.jpg,,"Action, Thriller",Profile Pictures,Denmark,"Danish, Arabic",vigilante
1049951,Viking: Bloodlust,6.933,52,Released,2023-04-21,0,82,False,/vMJb1D40wQNbTveNVFpNbo12faA.jpg,0,,tt21923640,en,Viking: Bloodlust,A band of vikings are on the run from a blood thirsty group of Berserkers who want to fight to the death.,324.115,/xveBJmViwHdgjH3UQQmImkHOW7B.jpg,,"Action, History",ChampDog Films,United Kingdom,English,viking
1040148,"Ruby Gillman, Teenage Kraken",7.474,677,Released,2023-06-28,43716515,91,False,/f7UI3dYpr7ZUHGo0iIr1Qvy1VPe.jpg,70000000,https://www.teenagekrakenmovie.com,tt27155038,en,"Ruby Gillman, Teenage Kraken","Ruby Gillman, a sweet and awkward high school student, discovers she's a direct descendant of the warrior kraken queens. The kraken are sworn to protect the oceans of the world against the vain, power-hungry mermaids. Destined to inherit the throne from her commanding grandmother, Ruby must use her newfound powers to protect those she loves most.",321.777,/kgrLpJcLBbyhWIkK7fx1fM4iSvf.jpg,Discover the hero just beneath the surface.,"Animation, Family, Fantasy, Comedy","Universal Pictures, DreamWorks Animation, dentsu",United States of America,English,"high school, ocean, boat, transformation, fisherman, mermaid, coming of age, prom, female protagonist, kraken, female villain, coastal town, fitting in, trident, 3d animation, teenager, animation"
