id,title,vote_average,vote_count,status,release_date,revenue,runtime,adult,backdrop_path,budget,homepage,imdb_id,original_language,original_title,overview,popularity,poster_path,tagline,genres,production_companies,production_countries,spoken_languages,keywords
10838,Dracula 3000,2.675,120,Released,2004-08-09,0,87,False,/u48RMm4Tv1fiF2y0v6LESVkvItN.jpg,10000,,tt0367677,en,Dracula 3000,"In the year 3000, the deep space salvage ship Mother III locates the vanished starship Demeter in the Carpathian System. Captain Abraham Van Helsing and his crew composed of the blonde assistant Aurora Ash; the crippled navigator Arthur ""The Professor"" Holmwood, who believes that he is a genius; the strong and dumb Humvee; the intern Mina Murry; and the drug addicted 187, decide to claim the possession of Demeter. While exploring the spacecraft, they see a tape of fifty years ago of Captain Varna telling that he was locked in his cabin since his crew was acting weird after getting a cargo of coffins in Transylvania station. When 187 decides to search in the coffins for some possible hidden dope, he cuts his hand and his blood awakes Count Orlock, a.k.a. Count Dracula. When Aurora discloses who Dracula is, the survivors try to find a way to destroy the vampire.",12.643,/vHClROtgcoHWiUUEmynGtlU15v6.jpg,In space there is no daylight.,"Horror, Science Fiction","ApolloProMedia GmbH & Co. 1. Filmproduktion KG (I), Fiction Film & Television, Film Afrika","Germany, South Africa",English,"space marine, vampire, matter of life and death, dracula"
19316,Saving Face,7.331,178,Released,2004-09-12,0,97,False,/alg0v5J6AGp54oy0epAMW58QXFB.jpg,0,,tt0384504,en,Saving Face,A Chinese-American lesbian and her traditionalist mother are reluctant to go public with secret loves that clash against cultural expectations.,12.641,/4n97kstcOsGq2m5cKRIoyZGm3Cv.jpg,"A romantic comedy about right, wrong and everything in between.","Comedy, Romance, Drama","Destination Films, Forensic Films, GreeneStreet Films, Overbrook Entertainment",United States of America,"English, Mandarin","coming out, homophobia, chinese woman, lesbian relationship, cultural difference, dating, lgbt, chinese american, cultural conflict, woman director, intersectionality, mother daughter relationship, lesbian, girls love, lesbian interest, lgbtq"
61564,The Bravados,6.416,101,Released,1958-06-25,0,98,False,/71W4e9BEHulPjU76JiYz2QsCc3U.jpg,0,,tt0051433,en,The Bravados,"Jim Douglass arrives in the small town of Rio Arriba in order to witness the hanging of the four men he believes murdered his wife. When the convicts escape, Jim tracks them into Mexico, determined to see that justice is done. But the farther Jim goes in his quest for vengeance, the more merciless he becomes, losing himself in an unrelenting spiral of hatred and violence.",12.641,/qKWu7yUqG4QAY9FuIiBDLGjQWRm.jpg,A Powerful Western Tale of Revenge and Redemption,Western,20th Century Fox,United States of America,"English, Spanish",rape and revenge
14536,New in Town,5.837,439,Released,2009-01-30,29010817,97,False,/zSQDLDvJ9wNNDApvS4u0EPGlBeh.jpg,8000000,http://www.newintownmovie.com/,tt1095174,en,New in Town,"Lucy Hill is an ambitious up-and-coming executive living in Miami. She loves her shoes, she loves her cars and she loves climbing the corporate ladder. When she is offered a temporary assignment — in the middle of nowhere — to restructure a manufacturing plant, she jumps at the opportunity, knowing that a big promotion is close at hand. What begins as a straightforward assignment becomes a life-changing experience as Lucy discovers greater meaning in her life and, most unexpectedly, the man of her dreams.",12.64,/zKQTQ2mmihtk8vwhE3pdfbOwljC.jpg,She's an executive on the move. But her career is taking her a little farther than she expected.,"Comedy, Romance","The Safran Company, Gold Circle Films, Epidemic Pictures, Edmonds Entertainment Group, Lionsgate, Mandate International",United States of America,"English, Spanish","small town, miami, florida, winter, minnesota, ice hockey, working class, fish out of water, gossip, downsizing, single father, freezing, manufacturing, labor union, middle america, rube, ice fishing, production, single woman, professional woman, manufacturing plant, christian faith, widower with daughter, holidays, enemies to lovers, accents, working toward job promotion, plant manager, union representative"
12519,Sirens,5.643,126,Released,1994-03-04,7770731,98,False,/A0YCPfLrxv2xX0Hno9eFBEemYPL.jpg,0,,tt0111201,en,Sirens,"In 1930s Australia, Anglican clergyman Anthony Campion and his prim wife, Estella, are asked to visit noted painter Norman Lindsay, whose planned contribution to an international art exhibit is considered blasphemous. While Campion and Lindsay debate, Estella finds herself drawn to the three beautiful models sitting for the painter's current work, freethinking Sheela, sensual Pru and virginal Giddy.",12.64,/7qjsO2xOyq5GhXQTG7L24pDPRmu.jpg,"In the 1930s, an artist and his models scandalized a nation with their controversial paintings. For a young couple, meeting them was the experience of a lifetime.","Comedy, Drama","Miramax, British Screen Finance Ltd, Samson Productions II, Sarah Radclyffe Productions","Australia, United Kingdom",English,"married couple, pastor, painting, seduction, drawing and painting, polyamory, blasphemy, 1930s"
42314,Looking for Richard,6.7,125,Released,1996-10-11,0,112,False,/qTofO8swHYG9Dw0wE2UwbaJpuNl.jpg,0,,tt0116913,en,Looking for Richard,"Al Pacino's deeply-felt rumination on Shakespeare's significance and relevance to the modern world through interviews and an in-depth analysis of ""Richard III.""",12.64,/2iEgEoMP1S2YWKkYkwm8cgg2bBN.jpg,A four hundred year old work-in-progress.,Documentary,"Chal Productions, Jam Productions, 20th Century Fox",United States of America,English,performance art
25793,Precious,7.336,1520,Released,2009-11-06,47536959,110,False,/A6dX9TSajWA5ETyQaTmOw6fju2n.jpg,10000000,http://www.weareallprecious.com/,tt0929632,en,Precious,"Set in Harlem in 1987, Claireece ""Precious"" Jones is a 16-year-old African American girl born into a life no one would want. She's pregnant for the second time by her absent father; at home, she must wait hand and foot on her mother, an angry woman who abuses her emotionally and physically. School is chaotic and Precious has reached the ninth grade with good marks and a secret; She can't read.",12.639,/cY23k6VQsHVfTQIHf7e887iAfq4.jpg,We are all precious,Drama,Smokewood Entertainment Group,United States of America,"English, Italian","rape, aids, illiteracy, unwillingly pregnant, balloon, school, crying, motorcycle, harlem, new york city, 1980s, abusive mother"
520466,Lake Placid: Legacy,5.101,129,Released,2018-05-28,0,93,False,/3rIocL2KDm8d2sCVmqDI0IEK2vF.jpg,0,,tt7875948,en,Lake Placid: Legacy,"A group of young explorers discover a secret area hidden from all maps and GPS devices. When they reach the center of the lake, they discover an abandoned facility that houses one of the largest, and deadliest apex-predators known to man.",12.639,/eBZXrR5zlGdRAXuugtUQo9D4dCp.jpg,,"Horror, Action, Science Fiction, TV Movie","Out of Africa Entertainment, Blue Ice Pictures",South Africa,English,"lake, animal attack, creature, giant crocodile, crocodile attack, krokodyle"
53567,Thale,5.455,123,Released,2012-02-16,0,76,False,/t3u8eTyUBFC9jOmacGVwEVK4G62.jpg,0,,tt2112287,no,Thale,"Norwegian folklore turns out to be real when Leo and Elvis encounter a girl called Thale in a basement. A regular cleaning job turns into a struggle for survival, while they're trying to figure out what or who Thale is.  Could Thale be a huldra?  A seductive forest spirit who appears from the front to be a beautiful young woman, but who also has a cow's tale and whose back appears to be like a hollowed out tree. The huldra has been known to offer rewards to those who satisfy them sexually, while death to those who fail to do so and are also prone to stealing human babies.",12.639,/g6JBgE02wf7byDozSeXqSIukZFC.jpg,"In a cellar, dark and deep, I lay my dearest down to sleep; A secret they would like to keep.","Horror, Fantasy","FilmFondet Fuzz, Yesbox Productions",Norway,"Swedish, Norwegian",huldra
12539,The Black Tulip,6.287,101,Released,1964-02-28,0,115,False,/uKjtO7kJKgxAthWE8TRLVGwaLJo.jpg,0,,tt0058692,fr,La Tulipe noire,"Aristocrat Guillaume de Saint Preux leads a double life as a masked bandit known as the Black Tulip. The Black Tulip only robs rich aristocrats, so the local peasants regard him as a hero. Baron La Mouche is convinced Guillaume is the Tulip. During a robbery, he scars the Tulip's face, and hopes to use this to expose Guillaume, but Guillaume is one step ahead.",12.638,/fYaIoQrEEz2fnJcY3KAzBsPwvF4.jpg,,Adventure,"Flora Film, Mizar Films, Méditerranée Cinéma","Spain, France, Italy","French, Italian","mask, sword, robber, fencing, beautiful woman, twins, nobility"
485296,Redbad,6.279,165,Released,2018-06-28,0,160,False,/aEmW8KkAgAe0JAhMAFm9EzKmseL.jpg,8155000,http://www.redbadthemovie.com/,tt6155374,nl,Redbad,"In the year of 754 AD, during a time of epic battles and bloodshed, the legend of the pagan warrior king, Rebad, is born, but so is a new weapon against his people: Christianity. Redbad must ultimately unite a Viking army powerful enough to defeat the seemingly invincible Franks.",12.638,/jmBXIR1nv1ueIBFBqKg60rLBzmQ.jpg,The legend,"Adventure, History, War, Drama","Bulletproof Cupid, Farmhouse Film & TV B.V., Rebel Entertainment",Netherlands,"English, Dutch",
11306,Extreme Measures,5.957,292,Released,1996-09-27,17380126,118,False,/efECQRmOpX0ktZB1w1HyeYQQhwW.jpg,38000000,,tt0116259,en,Extreme Measures,"Guy Luthan, a British doctor working at a hospital in New York, starts making unwelcome enquiries when the body of a man who died in his emergency room disappears. After the trail leads Luthan to the door of an eminent surgeon at the hospital, Luthan soon finds himself in extreme danger people who want the hospital's secret to remain undiscovered.",12.638,/fFpA6zm0QGA2oz5yk6pgGeUFfhv.jpg,Not all surgery is intended to cure.,"Drama, Thriller","Castle Rock Entertainment, Simian Films",United States of America,English,"new york city, surgeon, morgue, hospital, doctor, medical research, emergency room, missing body, medical drama"
291549,Assassination,7.4,207,Released,2015-07-22,96119773,140,False,/mctcKx0Co9qe821DQuAjhoH33lw.jpg,0,,tt3501416,ko,암살,"In Japanese-occupied Korea, three freedom fighters are assigned a mission to assassinate a genocidal military leader and his top collaborator. But the plan goes completely awry amidst double-crossings, counter-assassinations, and a shocking revelation about one of the assassins' past.",12.635,/h4waWHgfIaqcFfMQ38aKDs6Pkw3.jpg,The country falls. The operation begins.,"Adventure, Action, Thriller","Caper Film, Showbox",South Korea,"Cantonese, Mandarin, Korean, French, English, Japanese","assassination, independence movement, japanese invasion of korea, 1930s, korean resistance, japanese occupation of korea"
597219,The Half of It,7.106,1386,Released,2020-05-01,0,104,False,/adT5m8DcfHUSbHVFe8JQLq6iHOK.jpg,0,https://www.netflix.com/title/81005150,tt9683478,en,The Half of It,"Shy, straight-A student Ellie is hired by sweet but inarticulate jock Paul, who needs help wooing the most popular girl in school. But their new and unlikely friendship gets tricky when Ellie discovers she has feelings for the same girl.",12.633,/jC1PNXGET1ZZQyrJvdFhPfXdPP1.jpg,A different kind of love story.,"Comedy, Romance, Drama",Likely Story,United States of America,"Mandarin, English","high school, small town, romantic comedy, coming of age, east asian lead, lgbt, lgbt teen, washington state, chinese american, generation z, teenage protagonist, lesbian, asian american, teenager"
17457,The Twins Effect,6.02,148,Released,2003-03-08,3639926,107,False,/jkEoGVpGmhDyRrF7xhPgtE0tM8o.jpg,0,,tt0351887,cn,千機變,"An evil Duke attempts to kill and collect the blood of a royal family of European vampires in order to become all powerful. The only surviving member of the family travels to Hong Kong, only to complicate his struggle by falling in love with a mortal girl who just happens to have a vampire hunter for a brother.",12.632,/frwUWEGWFiIlYekPRuZFG5N250Q.jpg,A new age of darkness is dawning.,"Action, Comedy, Horror","Emperor Multimedia Group (EMG), Million Channel Ltd., Goldpeak",Hong Kong,Cantonese,martial arts
408866,RE:BORN,7.063,184,Released,2016-09-24,0,101,False,/eEiwYvKkY1pTNkrWqKxBoGIUTdG.jpg,0,http://udenflameworks.com/reborn/en/,tt5678110,ja,RE:BORN,A legend covert soldier with a mysterious past decides to unleash once again his beast within to stand up for what he cares about.,12.632,/cE4VADDJxwpFqTjOvRNIfAsvI37.jpg,Zero Range Combat,"Action, Crime",U'Den Flame Works,Japan,"English, Japanese","sniper, forest, fortress, special ops"
31169,The Courageous Heart of Irena Sendler,7.347,101,Released,2009-04-19,0,95,False,/3pJ2BuyO8HpKFdVshE3rNkBlf4f.jpg,0,http://www.cbs.com/specials/courageous_heart/,tt1010278,en,The Courageous Heart of Irena Sendler,"Irena Sendler is a Catholic social worker who has sympathized with the Jews since her childhood, when her physician father died of typhus contracted while treating poor Jewish patients. When she initially proposes saving Jewish children from the Warsaw Ghetto, her idea is met with skepticism by fellow workers, her parish priest, and even her own mother Janina.",12.631,/jfvvws0sCNbNNxY9llsBqmeERxv.jpg,How did one woman save 2500 children?,"Drama, War","Jeff Most Productions, CBS, Hallmark Hall of Fame Productions, Baltmedia, K&K Selekt, Most / Rice Productions, Forma Pro Films",United States of America,"Latvian, English, Russian, German","nazi, holocaust (shoah), world war ii, biography"
290729,Sniper: Legacy,5.947,209,Released,2014-09-30,0,98,False,/6gCwae8GqsJlqIRko9pRxWUCXPV.jpg,0,,tt3776288,en,Sniper: Legacy,"A rogue gunman is assassinating high-ranking military officers one by one. When Gunnery Sgt. Brandon Beckett is informed his father, legendary shooter Thomas Beckett has been killed, Brandon springs into action to take out the perpetrator.",12.63,/a9L1t3vRaZRU1Fa0kolfQGiTCnQ.jpg,Like Father. Like Son. Born To Kill.,"Thriller, Action","Destination Films, UFO International Productions",United States of America,English,"sniper, female sniper"
32631,The Hunted,5.8,94,Released,1995-02-24,6600000,110,False,/AoA1dxFkARmd3834vGAPcmWv6sy.jpg,15000000,,tt0113360,en,The Hunted,"Paul Racine, a high-powered American business executive in Japan, is catapulted into a maze of danger and intrigue after he and his sexy companion are the targets of assassins hired by the ruthless Kinjo.  To survive, Racine must join forces with a powerful samurai and together they will fight the force of evil in an awesome battle rooted in centuries of brutal conflict.",12.629,/7GLrDTTe53BNv2G3pQgGg3RkwIg.jpg,He's trapped in a world where killing is an art and revenge is an obsession.,"Action, Drama, Thriller","Bregman/Baer Productions, Universal Pictures",United States of America,"English, Japanese, Portuguese","martial arts, assassin, samurai, self sacrifice, villainess, secret society, fistfight, ninja, one man army, one against many, sword duel, good versus evil"
615115,The Secrets We Keep,6.002,223,Released,2020-09-16,615233,97,False,/2ldAA1P4byx3aUdKDBT4mmSwYsK.jpg,7200000,https://bleeckerstreetmedia.com/the-secrets-we-keep,tt9252488,en,The Secrets We Keep,"In post-World War II America, a woman, rebuilding her life in the suburbs with her husband, kidnaps her neighbor and seeks vengeance for the heinous war crimes she believes he committed against her.",12.629,/llH79Avl9IYYoHTKRv0iA8rzpuO.jpg,A quiet neighborhood. A deadly past.,"Thriller, History, Drama","AGC Studios, di Bonaventura Pictures, Echo Lake Entertainment, Fibonacci Films, Kirkhaus Films",United States of America,English,"post world war ii, vengeance"
13715,At Close Range,6.9,232,Released,1986-04-18,2347000,111,False,/bteDcUwfahrRfBEsXUlSqv1Hjvu.jpg,6500000,,tt0090670,en,At Close Range,"Brad Whitewood Jr. lives in rural Pennsylvania and has few prospects. Against his mother's wishes, he seeks out his estranged father, the head of a gang of thieves in a nearby town. Though his new girlfriend supports his criminal ambitions, Brad Jr. soon learns that his father is a dangerous man. Inspired by the real events that led to the end of the Johnston Gang, who operated in the northeastern United States in the 1970s.",12.628,/z4gAvuTvg7nyJR3PW6S86Z7Lrte.jpg,Like father. Like son. Like hell.,"Crime, Drama, Thriller","Hemdale Film Corporation, Cinema 84",United States of America,English,"small town, rape, pennsylvania, usa, money laundering, 1970s, tractor, based on true story, sociopath, organized crime, drugs, witness to murder, teenage love, crime family, courtroom, jobless, grand theft auto, police investigation, farm house, police interrogation, farm girl, criminal organization, life of crime, father son relationship, criminal life"
302960,Scooby-Doo! Moon Monster Madness,7.779,154,Released,2015-02-17,0,80,False,/m4nLaQmnppjbxozI55OHtda5rOl.jpg,0,,tt4215766,en,Scooby-Doo! Moon Monster Madness,"It's one giant step for dog-kind as Scooby-Doo and the Gang blast off for an epic, other-worldly adventure in this all-new original movie! After winning the last 5 seats in a lottery, Scooby-Doo, Shaggy, Fred, Daphne and Velma are off to space in billionaire Sly Baron's brand new ship, the Sly Star One. It's all gravity-free fun until a mysterious alien begins destroying the ship! As the ship breaks down, the crew is forced to land on Sly Baron's base... on the dark side of the moon! Will the gang unravel this alien mystery? Will Scooby-Doo and Shaggy find snacks on the moon? Will Fred ever take his space helmet off?! Journey to the outer limits with Scooby-Doo to find out!",12.628,/gwyT0ljh8mVViwO6N5p4ACcIsW5.jpg,,"Adventure, Animation, Family, Comedy, Mystery, Science Fiction",Warner Bros. Animation,United States of America,English,"moon, alien, criminal investigation"
452910,Wu Kong,7.631,141,Released,2017-07-13,0,130,False,/tTqFu88ef79Y9WcdoBGF9xKmNao.jpg,0,,tt6513406,zh,悟空傳,"The story tells the story of Sun Wukong and Erlang Shen, who come to the Immortal Mountain to cultivate their skills. They gain friendship, experience love and ultimately betrayal, growing throughout their life journey.",12.628,/AjfUVXVTm7ix2ehiLA19s2BrZCe.jpg,,"Fantasy, Action, Adventure",,China,Mandarin,"martial arts, based on myths, legends or folklore"
2470,Belle Époque,6.713,162,Released,1992-12-04,0,109,False,/1HOO7m6NeK3wFw22xGBLdwvim51.jpg,0,,tt0103791,es,Belle Époque,"In 1931, a young soldier deserts from the army and falls into a country farm, where he is welcomed by the owner due to his political ideas. Manolo has four daughters, Fernando likes all of them and they like him, so he has to decide which one to love.",12.628,/2pb7i9pI6wMH5dlyjbVTXdfSKun.jpg,,"Comedy, Drama, Romance","Animatógrafo, Sogepaq, Eurimages, Lolafilms, Fernando Trueba PC","France, Portugal, Spain",Spanish,"jealousy, politics, desertion, tango, marriage, love, murder, soldier, lust, polyamory"
15647,Kissing Jessica Stein,6.005,196,Released,2002-03-13,10013424,97,False,/8h200JQ8vwKzQuaitYwmVfXwCaV.jpg,1000000,,tt0264761,en,Kissing Jessica Stein,"Jessica, a Jewish copy editor living and working in New York City, is plagued by failed blind dates with men, and decides to answer a newspaper's personal advertisement. The advertisement has been placed by 'lesbian-curious' Helen Cooper, a thirtysomething art gallerist.",12.627,/8b2g8QZRLTJMYyzc3HirTSRQpLW.jpg,"When it comes to love, sometimes she just can't think straight.",Comedy,"Michael Alden Productions, Fox Searchlight Pictures, Brad Zions Films, Eden Wurmfeld Films, Cineric",United States of America,English,"bisexuality, blind date, romantic comedy, based on play or musical, dating, art gallery, exploring sexuality, single woman, gay theme, lesbian, jewish"
666243,The Witcher: Nightmare of the Wolf,7.574,834,Released,2021-08-23,0,83,False,/orGlr1vHTgbDkGJPwuBjd8ncVjQ.jpg,0,https://www.netflix.com/title/81037868,tt11657662,en,The Witcher: Nightmare of the Wolf,"Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past.",12.627,/3sLz2yv6vBDWqBbd8rdnNeoJ2kJ.jpg,Face your demons.,"Animation, Action, Fantasy","Studio Mir, Hivemind, Little Schmidt Productions, Platige Films","Poland, South Korea, United States of America",English,"monster, magic, creature, fantasy world"
71864,The Odd Life of Timothy Green,6.97,1096,Released,2012-08-15,56012642,105,False,/nx4bqy93sMgpfEMAVspdpvbGO5X.jpg,25000000,http://disney.go.com/disneypictures/the-odd-life-of-timothy-green/,tt1462769,en,The Odd Life of Timothy Green,"A childless couple bury a box in their backyard, containing all of their wishes for an infant. Soon, a child is born, though Timothy Green is not all that he appears.",12.627,/24HWf4QBnEbNYDJfNFR1CmwtST5.jpg,He's a force of nature.,"Fantasy, Drama, Comedy, Family",Walt Disney Pictures,United States of America,"English, Spanish","dodgeball, incredibile"
11333,Super Fuzz,6.5,279,Released,1980-09-18,0,104,False,/18pjNfjeWIKHeWRfL9gmzyYbljT.jpg,0,,tt0082924,it,Poliziotto superpiù,"While delivering a parking ticket to a small village in the Florida everglades, Officer Dave Speed finds himself in the middle of a radiation experiment conducted by the American government and NASA, where a detonated nuclear missile gives him a multitude of superpowers.",12.627,/8kSgFV7nvzLVJhmVkq8n4k2VoC0.jpg,Dave Speed is saving the world from crime... but who is saving the world from Dave Speed?,"Fantasy, Action, Comedy, Science Fiction","El Pico S.A., Transcinema","Spain, Italy, United States of America",English,"hero, police, pool billiards, lorry, rot"
627463,The Assistant,6.324,397,Released,2020-01-31,1338881,88,False,/vxlJveSEcEtmkcruQa3wB01ucnm.jpg,0,https://bleeckerstreetmedia.com/the-assistant,tt9000224,en,The Assistant,"A searing look at a day in the life of an assistant to a powerful executive. As Jane follows her daily routine, she grows increasingly aware of the insidious abuse that threatens every aspect of her position.",12.626,/zJpJkVgezsR7dp6KQwyxtGIAOZv.jpg,,Drama,"Forensic Films, Symbolic Exchange, Bellmer Pictures",United States of America,"Mandarin, English","movie business, corporate world, employer employee relationship, personal assistant, woman director, abuse of power, metoo, workplace culture"
115969,Buddha: The Great Departure,7.375,64,Released,2011-05-28,0,111,False,/vJvUG1WYlXyNdvduUPz3MkAjQ4f.jpg,0,https://tezukaosamu.net/en/anime/138.html,tt1686865,ja,手塚治虫のブッダ -赤い砂漠よ!美しく-,"Prince Siddhartha is heir to the Shakya kingdom, which is constantly at war with the more powerful Kosala kingdom. His father tries to raise as him as a warrior leader and to shield him from the miseries of the world. Meeting the young outcast girl Migaila, Siddhartha experiences love for the first time but also witnesses the suffering that afflicts humankind. Meanwhile, in Kosala, Chapra rises through the military, despite his lowly origins, to become a hero and general of the army. A final showdown between the two kingdoms forces Siddhartha to re-evaluate the path he is following.",12.626,/2hPrb9XuZSwmY6MVtWjUvczPQtG.jpg,,"Adventure, Animation, Drama, History","Toei Animation, Tezuka Productions",Japan,Japanese,"journey, anime"
448194,Pyewacket,5.864,283,Released,2017-12-08,0,88,False,/jhJjlOMYDibolLT5o1Goi6gUza8.jpg,0,http://www.ifcfilms.com/films/pyewacket,tt5119116,en,Pyewacket,"A frustrated, angry teenage girl awakens something in the woods when she naively performs an occult ritual to invoke a witch to kill her mother.",12.623,/aNwifemsozrfsEjF5YTC8Uz7MBB.jpg,Be careful what you wish for. Someone might be listening.,"Thriller, Horror, Drama","Cave Painting Pictures, JoBro Productions, Just Believe Productions, Entertainment One",Canada,English,"witch, high school, widow, black magic, woods, murder, teenage girl, cabin, attic, occult, devil worship, mother daughter relationship, evil spell"
28384,Husbands and Wives,7.0,381,Released,1992-09-18,0,108,False,/aH6d2U61HIM3Rt3PXElFYjZpBbE.jpg,0,,tt0104466,en,Husbands and Wives,"When Jack and Sally announce that they're splitting up, this comes as a shock to their best friends Gabe and Judy. Maybe mostly because they also are drifting apart and are now being made aware of it. So while Jack and Sally try to go on and meet new people, the marriage of Gabe and Judy gets more and more strained, and they begin to find themselves being attracted to other people.",12.623,/mb6Hmns0PP2Me9TYpLE9M3GHt7v.jpg,"A hilarious comedy about being married, being single, sex and life in New York.","Comedy, Drama, Romance",TriStar Pictures,United States of America,English,"frigidity, marriage, separation, teacher student relationship, fake documentary"
408648,Batman and Harley Quinn,6.116,545,Released,2017-08-14,39091,74,False,/twCXJuIQxTsor1fZm4QeAfVeiao.jpg,3500000,https://www.warnerbros.com/movies/batman-and-harley-quinn,tt6556890,en,Batman and Harley Quinn,"Batman and Nightwing are forced to team with the Joker's sometimes-girlfriend Harley Quinn to stop a global threat brought about by Poison Ivy and Jason Woodrue, the Floronic Man.",12.622,/zrqIPpbqCgrs1rS0ltxNicJcuse.jpg,Gotham City's heroes need a super-villain to fight for justice.,"Adventure, Action, Animation, Science Fiction, Comedy","DC Comics, DC Entertainment, Warner Bros. Animation",United States of America,English,"superhero, based on comic"
663866,Censor,5.789,311,Released,2021-06-11,314785,84,False,/biUrxGIyrJjMGwASrPECVbrh6w4.jpg,0,https://www.censormovie.com/,tt10329614,en,Censor,"Film censor Enid takes pride in her meticulous work, guarding unsuspecting audiences from the deleterious effects of watching the gore-filled movies she pores over. Her sense of duty to protect is amplified by guilt over her inability to recall details of the long-ago disappearance of her sister. When Enid is assigned to review a disturbing film from the archive that echoes her hazy childhood memories, she begins to unravel how this eerie work might be tied to her past.",12.622,/1FOEEtGFPp5cgpLfPQVMB0UNVpI.jpg,You can't edit reality.,"Horror, Mystery","Silver Salt Films, Film4 Productions, Ffilm Cymru Wales, Cinelab London, Kodak Motion Picture Products, Rook Films, Timpson Films",United Kingdom,English,"film in film, anonymous telephone call, censorship, woman director, video nasty, 1980s, film censorship, dead sister, mysterious disappearance"
881487,The Visitor,5.507,72,Released,2022-10-07,0,86,False,/3QNWdytOKgq630iT4axgFzcHzIi.jpg,0,,tt15558152,en,The Visitor,"After a series of tragedies including the death of his father-in-law, Robert and his wife Maia leave their home in London to move back to her childhood home. But when Robert discovers an old portrait in the attic of a man who is his spitting image, he goes down a rabbit hole to discover the identity of this mysterious doppelganger known only as the visitor. It isn’t long until he realizes – where the visitor goes, death follows.",12.622,/1FchVTEnjQw6m5NnQBa8QwjUv6T.jpg,"Where he goes, death follows.","Horror, Mystery, Thriller","Epix, Bradley Pilz Productions, Divide / Conquer, Blumhouse Television, Blumhouse Productions",United States of America,English,visitor
233639,Windstorm,7.425,254,Released,2013-03-21,0,105,False,/fqgH6S2jx2rSUMRTFr8ItNsUM2Z.jpg,0,,tt2356464,de,Ostwind,"While spending the summer at her grandmother's farm, a girl discovers a talent for communicating with horses and tries to tame a fierce stallion.",12.622,/dshXuNNZHSLH25WPKcIKIs0OoJj.jpg,Wilder than her dreams,"Adventure, Family","Constantin Film, SamFilm",Germany,German,"farm, based on novel or book, talent, horse, summer, stallion"
142308,Santa Paws 2: The Santa Pups,6.048,94,Released,2012-11-20,0,88,False,/99OzeOLMMP30qSa3We3bxyQmMMA.jpg,0,,tt2414212,en,Santa Paws 2: The Santa Pups,"An all-new Disney holiday classic is born - Santa Paws 2: The Santa Pups. Starring a brand-new litter of the cutest talking pups ever - Hope, Jingle, Charity, and Noble - it's perfect for the whole family. When Mrs. Claus travels to Pineville, the playful Santa Pups stow away on her sled. Taking mischief to a whole new level, they begin granting joyful wishes to Pineville's boys and girls, but something goes terribly wrong - the Christmas spirit begins to disappear. Now the Santa Pups and Mrs. Claus must race to save Christmas around the world. From the creators of Disney Buddies, this magical, heartwarming tale is brimming with hope, cheer, and Christmas spirit.",12.622,/6gIy6vKkEJFWA0I38kGbyPj1LY7.jpg,One Magical Wish Can Change Everything !,"Family, Fantasy, Adventure","Walt Disney Studios Home Entertainment, Key Pix Productions",United States of America,English,"santa claus, dog, christmas"
411976,Novitiate,6.373,150,Released,2017-10-27,580346,123,False,/lp9NiSlskR1gYp3Levhi8zMrzc2.jpg,0,http://sonyclassics.com/novitiate,tt4513316,en,Novitiate,"In the early 1960s, during the Vatican II era, a young woman training to become a nun struggles with issues of faith, sexuality and the changing church.",12.621,/eZ9BbRy4YGFM1yvx6ZDO7qzILJ.jpg,,Drama,Maven Screen Media,United States of America,"English, Latin","sexual identity, nun, religious education, vatican, confession, coming of age, mother superior, monastery, catholic church, woman director, faith tested, abuse, 1960s, emotional abuse"
351044,Welcome to Marwen,6.562,1065,Released,2018-12-21,12780692,116,False,/o2841QcPz3TLKajqTiEe6VWGL36.jpg,39000000,https://www.welcometomarwen.com,tt3289724,en,Welcome to Marwen,"When a devastating attack shatters Mark Hogancamp and wipes away all memories, no one expected recovery. Putting together pieces from his old and new life, Mark meticulously creates a wondrous town named Marwen where he can heal and be heroic. As he builds an astonishing art installation — a testament to the most powerful women he knows — through his fantasy world, he draws strength to triumph in the real one.",12.618,/dOULsxYQFsOR0cEBBB20xnjJkPD.jpg,You can't put this hero in a box.,"Animation, Drama, Comedy","DreamWorks Pictures, ImageMovers",United States of America,English,"coma, rehabilitation, based on true story, fictional war, mental illness, prototype, toy comes to life, toy soldier, toy designer, live action and animation, animatronic, delusions, semi-biographical, hopeful"
290637,Pay the Ghost,5.365,704,Released,2015-09-16,2160298,94,False,/dmFV2HselSGJrGIgBabG7NRwGzi.jpg,0,,tt3733778,en,Pay the Ghost,"One year after his young son disappeared during a Halloween carnival, Mike Cole is haunted by eerie images and terrifying messages he can’t explain. Together with his estranged wife, he will stop at nothing to unravel the mystery and find their son—and, in doing so, he unearths a legend that refuses to remain buried in the past.",12.618,/iHG1QcxaRCiFIdSK1HZA6zOEFsl.jpg,Evil walks among us.,Horror,"Midnight Kitchen Productions, Voltage Pictures, PTG Nevada",United States of America,English,"new york city, police, halloween, revenge, burned alive, car accident, ghost, child kidnapping"
